"","filename","style"
"753","95183.jpg","Neoclassicism"
"754","36944.jpg","Neoclassicism"
"755","67530.jpg","Romanticism"
"756","22248.jpg","Rococo"
"757","76939.jpg","Symbolism"
"758","32755.jpg","Neoclassicism"
"759","73244.jpg","Neoclassicism"
"760","62672.jpg","Baroque"
"761","69250.jpg","Neoclassicism"
"762","6282.jpg","Impressionism"
"763","63452.jpg","Neoclassicism"
"764","74387.jpg","Neoclassicism"
"765","81271.jpg","Early Renaissance"
"766","43940.jpg","High Renaissance"
"767","23375.jpg","Romanticism"
"768","52850.jpg","Impressionism"
"769","90288.jpg","Realism"
"770","38869.jpg","Realism"
"771","24726.jpg","Art Nouveau (Modern)"
"772","11091.jpg","Art Nouveau (Modern)"
"773","38337.jpg","Neoclassicism"
"774","1155.jpg","Neoclassicism"
"775","38502.jpg","Art Nouveau (Modern)"
"776","90385.jpg","Northern Renaissance"
"777","4268.jpg","Art Nouveau (Modern)"
"778","23250.jpg","Art Nouveau (Modern)"
"779","36350.jpg","Impressionism"
"780","58339.jpg","Art Nouveau (Modern)"
"781","39893.jpg","Romanticism"
"782","49948.jpg","Neoclassicism"
"783","97356.jpg","Impressionism"
"784","48500.jpg","Neoclassicism"
"785","18290.jpg","Neoclassicism"
"786","36739.jpg","Neoclassicism"
"787","6721.jpg","Symbolism"
"788","8568.jpg","Neoclassicism"
"789","94550.jpg","Realism"
"790","83298.jpg","Art Nouveau (Modern)"
"791","9125.jpg","Realism"
"792","92192.jpg","Impressionism"
"793","72432.jpg","Baroque"
"794","97028.jpg","Magic Realism"
"795","49442.jpg","Neoclassicism"
"796","89963.jpg","Neoclassicism"
"797","58805.jpg","Neoclassicism"
"798","49185.jpg","Neoclassicism"
"799","74871.jpg","Romanticism"
"800","25815.jpg","Romanticism"
"801","92742.jpg","Realism"
"802","100555.jpg","Romanticism"
"803","35709.jpg","Art Nouveau (Modern)"
"804","44013.jpg","Symbolism"
"805","4613.jpg","Neoclassicism"
"806","77251.jpg","Realism"
"807","57846.jpg","Art Nouveau (Modern)"
"808","4234.jpg","Symbolism"
"809","90330.jpg","Romanticism"
"810","48554.jpg","Neoclassicism"
"811","67208.jpg","Neoclassicism"
"812","24633.jpg","Symbolism"
"813","63088.jpg","Romanticism"
"814","91362.jpg","Neoclassicism"
"815","52965.jpg","Northern Renaissance"
"816","112.jpg","Neoclassicism"
"817","93537.jpg","Expressionism"
"818","22375.jpg","Symbolism"
"819","83477.jpg","Neoclassicism"
"820","64308.jpg","Neoclassicism"
"821","71876.jpg","Neoclassicism"
"822","54433.jpg","Neoclassicism"
"823","30715.jpg","Neoclassicism"
"824","41435.jpg","Realism"
"825","15109.jpg","Neoclassicism"
"826","66331.jpg","Neoclassicism"
"827","9797.jpg","Art Nouveau (Modern)"
"828","80265.jpg","Art Nouveau (Modern)"
"829","78065.jpg","Neoclassicism"
"830","19873.jpg","Neoclassicism"
"831","62361.jpg","Neoclassicism"
"832","70111.jpg","Romanticism"
"833","2898.jpg","Romanticism"
"834","39349.jpg","Art Nouveau (Modern)"
"835","21848.jpg",""
"836","43040.jpg","Neoclassicism"
"837","43927.jpg","Naïve Art (Primitivism)"
"838","77755.jpg","Neoclassicism"
"839","19749.jpg","Realism"
"840","52678.jpg","Neoclassicism"
"841","43739.jpg","Neoclassicism"
"842","82629.jpg","Romanticism"
"843","50266.jpg","Romanticism"
"844","5669.jpg","Neoclassicism"
"845","60166.jpg","Symbolism"
"846","29966.jpg","Neoclassicism"
"847","34943.jpg","Realism"
"848","44271.jpg","Symbolism"
"849","82151.jpg","Neo-Expressionism"
"850","61898.jpg","Neoclassicism"
"851","98622.jpg","Impressionism"
"852","44149.jpg","Symbolism"
"853","68709.jpg","Expressionism"
"854","43301.jpg","Neoclassicism"
"855","10260.jpg","Neoclassicism"
"856","102149.jpg","Art Nouveau (Modern)"
"857","15571.jpg","Neoclassicism"
"858","96902.jpg","Neoclassicism"
"859","27413.jpg","Surrealism"
"860","83543.jpg","Art Nouveau (Modern)"
"861","25287.jpg","Symbolism"
"862","95635.jpg","Neoclassicism"
"863","52880.jpg","Baroque"
"864","84097.jpg","Neoclassicism"
"865","55540.jpg","Neoclassicism"
"866","89697.jpg","Neoclassicism"
"867","84630.jpg","Symbolism"
"868","13673.jpg","Neoclassicism"
"869","20418.jpg","Neoclassicism"
"870","5158.jpg","Neoclassicism"
"871","4447.jpg","Tenebrism"
"872","7220.jpg","Realism"
"873","45137.jpg","Northern Renaissance"
"874","76556.jpg","Expressionism"
"875","26278.jpg","Neoclassicism"
"876","5645.jpg","Neo-Expressionism"
"877","6628.jpg","Neoclassicism"
"878","1534.jpg","Realism"
"879","91707.jpg","Baroque"
"880","13929.jpg","Neoclassicism"
"881","72010.jpg","Neoclassicism"
"882","40152.jpg","Realism"
"883","72270.jpg","Neoclassicism"
"884","88038.jpg","Realism"
"885","89915.jpg","Neoclassicism"
"886","94355.jpg","Muralism"
"887","5721.jpg","Muralism"
"888","95685.jpg","Muralism"
"889","82764.jpg","Impressionism"
"890","84112.jpg","Romanticism"
"891","37633.jpg",""
"892","12970.jpg","Neoclassicism"
"893","44174.jpg","Neoclassicism"
"894","14516.jpg","Neoclassicism"
"895","97158.jpg","Romanticism"
"896","98002.jpg","Symbolism"
"897","3423.jpg","Neoclassicism"
"898","31428.jpg","Neoclassicism"
"899","84867.jpg","Naïve Art (Primitivism)"
"900","46324.jpg","Impressionism"
"901","51770.jpg","Naïve Art (Primitivism)"
"902","1620.jpg","Naïve Art (Primitivism)"
"903","93666.jpg","Naïve Art (Primitivism)"
"904","75326.jpg","Northern Renaissance"
"905","20717.jpg","Naïve Art (Primitivism)"
"906","72343.jpg","Naïve Art (Primitivism)"
"907","69355.jpg","Naïve Art (Primitivism)"
"908","20796.jpg","Naïve Art (Primitivism)"
"909","2313.jpg","Northern Renaissance"
"910","43522.jpg","Naïve Art (Primitivism)"
"911","5828.jpg","Northern Renaissance"
"912","43988.jpg","Northern Renaissance"
"913","76947.jpg","Expressionism"
"914","89965.jpg","Neoclassicism"
"915","32967.jpg","Art Nouveau (Modern)"
"916","27826.jpg","Symbolism"
"917","28197.jpg","Northern Renaissance"
"918","16621.jpg","Romanticism"
"919","100300.jpg","Romanticism"
"920","99218.jpg","Romanticism"
"921","2807.jpg","Realism"
"922","16144.jpg","Neoclassicism"
"923","47410.jpg","Romanticism"
"924","48640.jpg","Biedermeier"
"925","72920.jpg","Northern Renaissance"
"926","52003.jpg","Art Nouveau (Modern)"
"927","46637.jpg","Romanticism"
"928","74636.jpg","Neoclassicism"
"929","18706.jpg","Neoclassicism"
"930","41722.jpg","Neoclassicism"
"931","82695.jpg","Baroque"
"932","46868.jpg","Impressionism"
"933","31283.jpg","Realism"
"934","17008.jpg","Neoclassicism"
"935","20699.jpg","Baroque"
"936","73995.jpg","Early Renaissance"
"937","65415.jpg","Neoclassicism"
"938","55651.jpg","Realism"
"939","72004.jpg","Romanticism"
"940","4519.jpg","Romanticism"
"941","35820.jpg","Neo-Expressionism"
"942","31596.jpg","Rococo"
"943","71965.jpg","Early Renaissance"
"944","54878.jpg","Fauvism"
"945","70762.jpg","Symbolism"
"946","64947.jpg","Impressionism"
"947","60641.jpg","Post-Impressionism"
"948","23361.jpg","High Renaissance"
"949","59086.jpg","Neoclassicism"
"950","13527.jpg","Neoclassicism"
"951","92461.jpg","Art Nouveau (Modern)"
"952","55897.jpg","Art Nouveau (Modern)"
"953","63752.jpg","Baroque"
"954","58752.jpg","Northern Renaissance"
"955","92783.jpg","Ukiyo-e"
"956","74089.jpg","Neoclassicism"
"957","28838.jpg","Art Nouveau (Modern)"
"958","59656.jpg","Romanticism"
"959","493.jpg","Baroque"
"960","73974.jpg","Symbolism"
"961","41490.jpg","Rococo"
"962","7325.jpg","Neoclassicism"
"963","79303.jpg","Post-Impressionism"
"964","93259.jpg","Art Nouveau (Modern)"
"965","36741.jpg","Art Nouveau (Modern)"
"966","54850.jpg","Art Nouveau (Modern)"
"967","90528.jpg","Art Nouveau (Modern)"
"968","77603.jpg","Art Nouveau (Modern)"
"969","6821.jpg","Art Nouveau (Modern)"
"970","19865.jpg","Art Nouveau (Modern)"
"971","11195.jpg","Art Nouveau (Modern)"
"972","16725.jpg","Art Nouveau (Modern)"
"973","12999.jpg","Art Nouveau (Modern)"
"974","47115.jpg","Art Nouveau (Modern)"
"975","21931.jpg","Art Nouveau (Modern)"
"976","34053.jpg","Art Nouveau (Modern)"
"977","26665.jpg","Art Nouveau (Modern)"
"978","32899.jpg","Art Nouveau (Modern)"
"979","83949.jpg","Art Nouveau (Modern)"
"980","88641.jpg","Art Nouveau (Modern)"
"981","54359.jpg","Art Nouveau (Modern)"
"982","19081.jpg","Art Nouveau (Modern)"
"983","81691.jpg","Art Nouveau (Modern)"
"984","50050.jpg","Art Nouveau (Modern)"
"985","84564.jpg","Art Nouveau (Modern)"
"986","59772.jpg","Art Nouveau (Modern)"
"987","6985.jpg","Art Nouveau (Modern)"
"988","33627.jpg","Art Nouveau (Modern)"
"989","42340.jpg","Mannerism (Late Renaissance)"
"990","80175.jpg","Symbolism"
"991","94106.jpg","Neoclassicism"
"992","3707.jpg","Post-Impressionism"
"993","91531.jpg","Tachisme"
"994","79344.jpg","Northern Renaissance"
"995","101947.jpg","Cubism"
"996","101178.jpg","Realism"
"997","95078.jpg","Romanticism"
"998","102518.jpg","Realism"
"999","81654.jpg","Neo-Expressionism"
"1000","8320.jpg","Romanticism"
"1001","62893.jpg","Romanticism"
"1002","74814.jpg","Realism"
"1003","102765.jpg","Baroque"
"1004","24609.jpg","Symbolism"
"1005","85118.jpg","Art Nouveau (Modern)"
"1006","2165.jpg","Post-Impressionism"
"1007","31790.jpg","Romanticism"
"1008","77838.jpg","Romanticism"
"1009","51359.jpg","Baroque"
"1010","6454.jpg","Tenebrism"
"1011","17040.jpg","High Renaissance"
"1012","15053.jpg","Neoclassicism"
"1013","30259.jpg","Romanticism"
"1014","1401.jpg","Baroque"
"1015","74393.jpg","Naïve Art (Primitivism)"
"1016","1244.jpg","Art Nouveau (Modern)"
"1017","56396.jpg","Symbolism"
"1018","6490.jpg","Rococo"
"1019","36554.jpg","Early Renaissance"
"1020","15595.jpg","High Renaissance"
"1021","46104.jpg","Expressionism"
"1022","62283.jpg","Art Nouveau (Modern)"
"1023","8868.jpg","Art Informel"
"1024","77922.jpg","Neoclassicism"
"1025","64191.jpg","Romanticism"
"1026","12704.jpg","Realism"
"1027","14128.jpg","Realism"
"1028","46247.jpg","Post-Impressionism"
"1029","77592.jpg","Symbolism"
"1030","43269.jpg","Realism"
"1031","29774.jpg","Expressionism"
"1032","6709.jpg","Neoclassicism"
"1033","90703.jpg","Tenebrism"
"1034","98506.jpg","Baroque"
"1035","95715.jpg","Post-Impressionism"
"1036","89358.jpg","Art Nouveau (Modern)"
"1037","60987.jpg","Art Nouveau (Modern)"
"1038","83057.jpg","Northern Renaissance"
"1039","28555.jpg","Romanticism"
"1040","80497.jpg","Early Renaissance"
"1041","14450.jpg","Baroque"
"1042","36286.jpg","Northern Renaissance"
"1043","17689.jpg","Art Nouveau (Modern)"
"1044","75659.jpg","Realism"
"1045","54362.jpg","Analytical Realism"
"1046","83332.jpg","Concretism"
"1047","102351.jpg","High Renaissance"
"1048","1623.jpg","Northern Renaissance"
"1049","95517.jpg","Northern Renaissance"
"1050","80713.jpg","Baroque"
"1051","14749.jpg","Realism"
"1052","50325.jpg","Realism"
"1053","377.jpg","Baroque"
"1054","9089.jpg","Art Nouveau (Modern)"
"1055","99398.jpg","Baroque"
"1056","11098.jpg","High Renaissance"
"1057","3238.jpg","Realism"
"1058","81461.jpg","Baroque"
"1059","9834.jpg","Neoclassicism"
"1060","35153.jpg","Art Brut"
"1061","89801.jpg","Post-Impressionism"
"1062","36557.jpg","Expressionism"
"1063","9442.jpg","Pop Art"
"1064","13151.jpg","Neoclassicism"
"1065","69532.jpg","Baroque"
"1066","70630.jpg","Art Nouveau (Modern)"
"1067","63504.jpg","Post-Impressionism"
"1068","95254.jpg","Northern Renaissance"
"1069","7432.jpg","Romanticism"
"1070","101538.jpg","High Renaissance"
"1071","80298.jpg","Art Nouveau (Modern)"
"1072","25623.jpg","Art Nouveau (Modern)"
"1073","30689.jpg","Art Nouveau (Modern)"
"1074","57863.jpg","Art Nouveau (Modern)"
"1075","92718.jpg","Art Nouveau (Modern)"
"1076","67366.jpg","Art Nouveau (Modern)"
"1077","1666.jpg","Art Nouveau (Modern)"
"1078","95763.jpg","Romanticism"
"1079","84313.jpg","Safavid Period"
"1080","75309.jpg","Post-Impressionism"
"1081","872.jpg","Symbolism"
"1082","42304.jpg","Academicism"
"1083","830.jpg","Orientalism"
"1084","34200.jpg","Impressionism"
"1085","95347.jpg","Romanticism"
"1086","8828.jpg","Expressionism"
"1087","38452.jpg","High Renaissance"
"1088","52023.jpg","Impressionism"
"1089","54112.jpg","Northern Renaissance"
"1090","54454.jpg","Romanticism"
"1091","30943.jpg","Art Nouveau (Modern)"
"1092","46546.jpg","Baroque"
"1093","87071.jpg","Romanticism"
"1094","5445.jpg","Neoclassicism"
"1095","48859.jpg","Baroque"
"1096","53605.jpg","Muralism"
"1097","80095.jpg","Symbolism"
"1098","24232.jpg","Baroque"
"1099","71531.jpg","Realism"
"1100","100831.jpg","Symbolism"
"1101","77716.jpg","Rococo"
"1102","49703.jpg","Lyrical Abstraction"
"1103","39817.jpg","Realism"
"1104","7391.jpg","Neoclassicism"
"1105","86058.jpg","Mannerism (Late Renaissance)"
"1106","18649.jpg","Naïve Art (Primitivism)"
"1107","43440.jpg","Art Nouveau (Modern)"
"1108","85520.jpg","Realism"
"1109","32606.jpg","Mannerism (Late Renaissance)"
"1110","22787.jpg","Northern Renaissance"
"1111","4742.jpg","Romanticism"
"1112","10331.jpg","Romanticism"
"1113","50750.jpg","Mannerism (Late Renaissance)"
"1114","21520.jpg","Post-Impressionism"
"1115","11269.jpg","Mannerism (Late Renaissance)"
"1116","48079.jpg","Neoclassicism"
"1117","64399.jpg","Baroque"
"1118","27061.jpg","Early Renaissance"
"1119","14184.jpg","Art Nouveau (Modern)"
"1120","46862.jpg","Art Nouveau (Modern)"
"1121","13182.jpg","Early Renaissance"
"1122","40524.jpg","Ukiyo-e"
"1123","52043.jpg",""
"1124","49287.jpg","Romanticism"
"1125","6812.jpg","Northern Renaissance"
"1126","10585.jpg","Baroque"
"1127","25600.jpg","Academicism"
"1128","19457.jpg","Academicism"
"1129","73856.jpg","Academicism"
"1130","69949.jpg","Art Nouveau (Modern)"
"1131","52646.jpg","Art Nouveau (Modern)"
"1132","54739.jpg","Art Nouveau (Modern)"
"1133","80589.jpg","Art Nouveau (Modern)"
"1134","101420.jpg","Art Nouveau (Modern)"
"1135","89588.jpg","Art Nouveau (Modern)"
"1136","47535.jpg","Art Nouveau (Modern)"
"1137","86207.jpg","Art Nouveau (Modern)"
"1138","58613.jpg","Art Nouveau (Modern)"
"1139","99848.jpg","Art Nouveau (Modern)"
"1140","36089.jpg","Art Nouveau (Modern)"
"1141","58201.jpg","Art Nouveau (Modern)"
"1142","24657.jpg","Art Nouveau (Modern)"
"1143","50350.jpg","Art Nouveau (Modern)"
"1144","80639.jpg","Art Nouveau (Modern)"
"1145","21276.jpg","Impressionism"
"1146","38353.jpg","Early Renaissance"
"1147","62756.jpg","Art Nouveau (Modern)"
"1148","91399.jpg","Pop Art"
"1149","2089.jpg","Art Nouveau (Modern)"
"1150","5429.jpg","Realism"
"1151","85031.jpg","Northern Renaissance"
"1152","59311.jpg","Symbolism"
"1153","34599.jpg","Art Nouveau (Modern)"
"1154","7710.jpg","Expressionism"
"1155","101098.jpg","Symbolism"
"1156","66707.jpg","Northern Renaissance"
"1157","211.jpg","Fauvism"
"1158","29558.jpg","Japonism"
"1159","59737.jpg","Expressionism"
"1160","22368.jpg","Art Nouveau (Modern)"
"1161","85369.jpg","Academicism"
"1162","20129.jpg","Symbolism"
"1163","36983.jpg","Symbolism"
"1164","51929.jpg","Rococo"
"1165","80058.jpg","Symbolism"
"1166","3205.jpg","Art Nouveau (Modern)"
"1167","83168.jpg","Expressionism"
"1168","59855.jpg","Neoclassicism"
"1169","56026.jpg","Rococo"
"1170","37872.jpg","Ukiyo-e"
"1171","55963.jpg","Northern Renaissance"
"1172","69487.jpg","Ukiyo-e"
"1173","39498.jpg","Northern Renaissance"
"1174","76811.jpg","Baroque"
"1175","33192.jpg","Romanticism"
"1176","48925.jpg","Impressionism"
"1177","68855.jpg","Neoclassicism"
"1178","61206.jpg","Ukiyo-e"
"1179","51197.jpg","Post-Impressionism"
"1180","49400.jpg","High Renaissance"
"1181","31198.jpg","Mannerism (Late Renaissance)"
"1182","92423.jpg","Symbolism"
"1183","92685.jpg","Expressionism"
"1184","19517.jpg","Suprematism"
"1185","24475.jpg","Rococo"
"1186","68372.jpg","Art Nouveau (Modern)"
"1187","98496.jpg","Romanticism"
"1188","24054.jpg","Art Nouveau (Modern)"
"1189","42525.jpg","Rococo"
"1190","71781.jpg","Mannerism (Late Renaissance)"
"1191","61337.jpg","Neoclassicism"
"1192","77324.jpg","Ukiyo-e"
"1193","48901.jpg","Academicism"
"1194","33485.jpg","Mannerism (Late Renaissance)"
"1195","14369.jpg","Neoclassicism"
"1196","27014.jpg","Surrealism"
"1197","4153.jpg","Art Nouveau (Modern)"
"1198","1979.jpg","Ukiyo-e"
"1199","62963.jpg","Ukiyo-e"
"1200","55437.jpg","Baroque"
"1201","95691.jpg","Symbolism"
"1202","85275.jpg","Early Renaissance"
"1203","99737.jpg","Post-Impressionism"
"1204","47158.jpg","Ukiyo-e"
"1205","14968.jpg","Romanticism"
"1206","78340.jpg","Academicism"
"1207","4204.jpg","Rococo"
"1208","17833.jpg","Art Nouveau (Modern)"
"1209","21096.jpg","Neoclassicism"
"1210","69424.jpg","Pointillism"
"1211","79613.jpg","Neoclassicism"
"1212","45614.jpg","Neoclassicism"
"1213","59097.jpg","Academicism"
"1214","1459.jpg","Ukiyo-e"
"1215","40246.jpg","Realism"
"1216","86329.jpg","Naïve Art (Primitivism)"
"1217","24221.jpg","Mannerism (Late Renaissance)"
"1218","59451.jpg","Realism"
"1219","26562.jpg","Baroque"
"1220","94284.jpg","Romanticism"
"1221","17485.jpg","Realism"
"1222","12989.jpg","Early Renaissance"
"1223","16858.jpg","Ukiyo-e"
"1224","47609.jpg","Neo-Romanticism"
"1225","59861.jpg","Mannerism (Late Renaissance)"
"1226","82619.jpg","Realism"
"1227","22129.jpg","Art Nouveau (Modern)"
"1228","81279.jpg","Early Renaissance"
"1229","85347.jpg","Art Nouveau (Modern)"
"1230","90896.jpg","Ukiyo-e"
"1231","73331.jpg","Realism"
"1232","90013.jpg","Ukiyo-e"
"1233","77437.jpg","Neoclassicism"
"1234","95275.jpg","Romanticism"
"1235","57955.jpg","Northern Renaissance"
"1236","14066.jpg","Rococo"
"1237","40099.jpg","Rococo"
"1238","98937.jpg","Tenebrism"
"1239","91942.jpg","Art Informel"
"1240","74752.jpg","Academicism"
"1241","21380.jpg","Early Renaissance"
"1242","85743.jpg","Neoclassicism"
"1243","68869.jpg","Symbolism"
"1244","53277.jpg","Rococo"
"1245","46946.jpg","Rococo"
"1246","5409.jpg","High Renaissance"
"1247","43405.jpg","Biedermeier"
"1248","17661.jpg","Early Renaissance"
"1249","6219.jpg","Rococo"
"1250","23942.jpg","Mannerism (Late Renaissance)"
"1251","14673.jpg","Romanticism"
"1252","51973.jpg","Early Renaissance"
"1253","24444.jpg","Baroque"
"1254","63255.jpg","Northern Renaissance"
"1255","32200.jpg","Northern Renaissance"
"1256","27787.jpg","Rococo"
"1257","70738.jpg","Early Renaissance"
"1258","89577.jpg","Art Nouveau (Modern)"
"1259","38169.jpg","Ukiyo-e"
"1260","27489.jpg","Neoclassicism"
"1261","84942.jpg","Academicism"
"1262","14201.jpg","Neo-Expressionism"
"1263","17296.jpg","Magic Realism"
"1264","84765.jpg","Neo-Expressionism"
"1265","87207.jpg","Classicism"
"1266","8193.jpg","Art Nouveau (Modern)"
"1267","62024.jpg","Realism"
"1268","36402.jpg","Early Renaissance"
"1269","99133.jpg","Impressionism"
"1270","74986.jpg","Baroque"
"1271","65981.jpg","Symbolism"
"1272","94129.jpg","Expressionism"
"1273","5577.jpg","Orphism"
"1274","52238.jpg","Impressionism"
"1275","53593.jpg",""
"1276","30586.jpg","Northern Renaissance"
"1277","91694.jpg","Academicism"
"1278","1695.jpg","Cubism"
"1279","72449.jpg","Romanticism"
"1280","101370.jpg","Baroque"
"1281","96931.jpg","Color Field Painting"
"1282","43341.jpg","Art Nouveau (Modern)"
"1283","40252.jpg","Symbolism"
"1284","36439.jpg","Impressionism"
"1285","79816.jpg","Neo-Rococo"
"1286","26501.jpg","Ukiyo-e"
"1287","65732.jpg","Early Renaissance"
"1288","45572.jpg","High Renaissance"
"1289","58880.jpg","Art Nouveau (Modern)"
"1290","39437.jpg","Neoclassicism"
"1291","56587.jpg","Romanticism"
"1292","28824.jpg","Impressionism"
"1293","97448.jpg","Rococo"
"1294","43585.jpg","Cubism"
"1295","85895.jpg","Orientalism"
"1296","76969.jpg","Rococo"
"1297","86767.jpg","Early Renaissance"
"1298","39573.jpg","Post-Impressionism"
"1299","37510.jpg","Neoplasticism"
"1300","75180.jpg","Expressionism"
"1301","98755.jpg","Naïve Art (Primitivism)"
"1302","26233.jpg","Romanticism"
"1303","31728.jpg","Expressionism"
"1304","97898.jpg","Biedermeier"
"1305","90572.jpg","Impressionism"
"1306","94579.jpg","Art Nouveau (Modern)"
"1307","76860.jpg","Realism"
"1308","35082.jpg","Post-Impressionism"
"1309","9911.jpg","Northern Renaissance"
"1310","17538.jpg","Northern Renaissance"
"1311","69097.jpg","Academicism"
"1312","28648.jpg","Academicism"
"1313","11593.jpg","Mannerism (Late Renaissance)"
"1314","68333.jpg","Baroque"
"1315","49643.jpg","Art Nouveau (Modern)"
"1316","80463.jpg","Impressionism"
"1317","70113.jpg","Neoclassicism"
"1318","19913.jpg","Ukiyo-e"
"1319","94107.jpg","Northern Renaissance"
"1320","98867.jpg","Art Nouveau (Modern)"
"1321","3862.jpg","Mannerism (Late Renaissance)"
"1322","69402.jpg","Mannerism (Late Renaissance)"
"1323","87923.jpg","Expressionism"
"1324","68838.jpg","Expressionism"
"1325","92952.jpg","Romanticism"
"1326","26042.jpg","Impressionism"
"1327","39578.jpg","Realism"
"1328","18404.jpg","Symbolism"
"1329","41192.jpg","Rococo"
"1330","67243.jpg","Cubism"
"1331","66372.jpg","Realism"
